"","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","","","","","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN"
"","0","1","2","3","4",">=1: no MHRC","Util: w/o MN","Util: w/ MN","Util_gap: =1: not equal","0","1","2","3","4","0","1","2","3","4","MN_lic: >=1: no MN","MN_lic2: >=1: no MN"
"419",0.11442,0.06554,0.56365,0.21124,0.04515,1.00,0.4144288271,0.4141095205,1.00,6.25,0.45,0.57,0.11,0.01,6.25,0.55,0.55,0.11,0.01,1.00,0.00
"420",0.07841,0.28567,0.02598,0.34369,0.26626,1.00,0.3834924176,0.3753228288,1.00,6.25,1.21,0.02,0.24,0.10,6.25,1.21,0.18,0.18,0.10,1.00,0.00
"421",0.21103,0.18369,0.14106,0.40069,0.06353,1.00,0.4649880018,0.4648238219,1.00,6.25,0.63,0.19,0.22,0.02,6.25,0.63,0.21,0.21,0.02,1.00,0.00
"422",0.21586,0.15991,0.23244,0.17831,0.21348,0.00,0.4532318502,0.4532318502,0.00,6.25,0.56,0.29,0.11,0.08,6.25,0.56,0.29,0.11,0.08,0.00,0.00
"423",0.03597,0.20801,0.48057,0.22947,0.04597,0.00,0.3781873679,0.3781873679,0.00,6.25,1.32,0.51,0.12,0.01,6.25,1.32,0.51,0.12,0.01,0.00,0.00
"424",0.25288,0.26284,0.02977,0.21760,0.23692,1.00,0.5066724785,0.5008879668,1.00,6.25,0.71,0.02,0.15,0.09,6.25,0.71,0.09,0.09,0.09,1.00,0.00
"425",0.22395,0.27835,0.19321,0.23562,0.06888,0.00,0.4941404805,0.4941404805,0.00,6.25,0.79,0.20,0.13,0.02,6.25,0.79,0.20,0.13,0.02,0.00,0.00
"426",0.25982,0.02643,0.33985,0.03728,0.33662,1.00,0.5007338384,0.4843692122,1.00,6.25,0.04,0.42,0.01,0.13,6.25,0.32,0.32,0.09,0.09,2.00,0.00
"427",0.02665,0.25677,0.18088,0.28853,0.24717,0.00,0.3380865588,0.3380865588,0.00,6.25,1.41,0.30,0.20,0.10,6.25,1.41,0.30,0.20,0.10,0.00,0.00
"428",0.11275,0.13207,0.18015,0.30599,0.26904,0.00,0.3650082737,0.3650082737,0.00,6.25,0.77,0.33,0.22,0.10,6.25,0.77,0.33,0.22,0.10,0.00,0.00
"429",0.02244,0.09278,0.40909,0.20519,0.27049,0.00,0.3186664009,0.3186664009,0.00,6.25,1.24,0.58,0.15,0.11,6.25,1.24,0.58,0.15,0.11,0.00,0.00
"430",0.34638,0.21028,0.27222,0.14912,0.02200,0.00,0.5925522745,0.5925522745,0.00,6.25,0.47,0.25,0.07,0.00,6.25,0.47,0.25,0.07,0.00,0.00,0.00
"431",0.20924,0.04855,0.15407,0.16559,0.42255,1.00,0.4272459658,0.4264102811,1.00,6.25,0.16,0.29,0.15,0.15,6.25,0.24,0.24,0.15,0.15,2.00,0.00
"432",0.23672,0.29965,0.17383,0.25110,0.03870,1.00,0.5134440534,0.5134440534,0.00,6.25,0.80,0.17,0.13,0.01,6.25,0.80,0.17,0.13,0.01,0.00,0.00
"433",0.34821,0.08816,0.24218,0.23235,0.08910,1.00,0.5661133559,0.5653836567,1.00,6.25,0.18,0.27,0.13,0.03,6.25,0.24,0.24,0.13,0.03,1.00,0.00
"434",0.10957,0.14724,0.13257,0.41840,0.19222,1.00,0.3697782244,0.3697781791,1.00,6.25,0.83,0.26,0.26,0.07,6.25,0.83,0.26,0.26,0.07,1.00,0.00
"435",0.21113,0.08931,0.38198,0.00694,0.31064,1.00,0.4694615610,0.4578169000,1.00,6.25,0.33,0.44,0.00,0.12,6.25,0.41,0.41,0.07,0.07,2.00,0.00
"436",0.17564,0.20757,0.15078,0.22674,0.23928,1.00,0.4258881759,0.4258881759,0.00,6.25,0.77,0.20,0.15,0.09,6.25,0.77,0.20,0.15,0.09,0.00,0.00
"437",0.35237,0.46818,0.12184,0.02076,0.03684,1.00,0.6707202653,0.6706250615,1.00,6.25,0.82,0.07,0.00,0.01,6.25,0.82,0.07,0.00,0.00,1.00,0.00
"438",0.16399,0.14238,0.07004,0.24297,0.38062,1.00,0.3998461207,0.3989178422,1.00,6.25,0.63,0.11,0.20,0.14,6.25,0.63,0.18,0.18,0.14,1.00,0.00
"439",0.03540,0.15888,0.25380,0.25833,0.29358,0.00,0.3237139966,0.3237139966,0.00,6.25,1.26,0.44,0.19,0.11,6.25,1.26,0.44,0.19,0.11,0.00,0.00
"440",0.17253,0.06663,0.24958,0.42844,0.08282,1.00,0.4232434961,0.4228910430,1.00,6.25,0.30,0.40,0.24,0.02,6.25,0.37,0.37,0.24,0.02,1.00,0.00
"441",0.04155,0.27687,0.32317,0.22567,0.13274,0.00,0.3698750494,0.3698750494,0.00,6.25,1.35,0.39,0.13,0.05,6.25,1.35,0.39,0.13,0.05,0.00,0.00
"442",0.08355,0.04615,0.26976,0.19298,0.40757,1.00,0.3351300985,0.3350157595,1.00,6.25,0.43,0.52,0.17,0.15,6.25,0.50,0.50,0.17,0.15,1.00,0.00
"443",0.05972,0.06270,0.46893,0.23082,0.17784,1.00,0.3480067492,0.3480067492,0.00,6.25,0.72,0.59,0.15,0.07,6.25,0.72,0.59,0.15,0.07,0.00,0.00
"444",0.40875,0.27076,0.30185,0.01212,0.00653,0.00,0.6794517305,0.6794517305,0.00,6.25,0.51,0.23,0.00,0.00,6.25,0.51,0.23,0.00,0.00,0.00,0.00
"445",0.26646,0.05064,0.11478,0.27965,0.28848,1.00,0.4780272100,0.4773499815,1.00,6.25,0.12,0.19,0.20,0.11,6.25,0.19,0.19,0.19,0.11,2.00,0.00
"446",0.02262,0.06001,0.43900,0.36043,0.11795,1.00,0.3264729107,0.3264729107,0.00,6.25,1.11,0.61,0.21,0.04,6.25,1.11,0.61,0.21,0.04,0.00,0.00
"447",0.00361,0.34669,0.42434,0.02627,0.19908,1.00,0.3872910812,0.3824527679,1.00,6.25,1.55,0.43,0.01,0.08,6.25,1.55,0.43,0.04,0.04,1.00,0.00
"448",0.22712,0.16973,0.04878,0.27597,0.27841,1.00,0.4602071676,0.4562871044,1.00,6.25,0.56,0.05,0.20,0.11,6.25,0.56,0.15,0.15,0.11,1.00,0.00
"449",0.23936,0.34680,0.19952,0.07449,0.13983,1.00,0.5244177840,0.5240675969,1.00,6.25,0.86,0.18,0.03,0.05,6.25,0.86,0.18,0.04,0.04,1.00,0.00
"450",0.00898,0.35272,0.28035,0.14969,0.20826,1.00,0.3627377879,0.3627377879,0.00,6.25,1.52,0.34,0.09,0.08,6.25,1.52,0.34,0.09,0.08,0.00,0.00
"451",0.03674,0.40299,0.08852,0.21163,0.26012,1.00,0.3828702448,0.3823993095,1.00,6.25,1.43,0.10,0.15,0.10,6.25,1.43,0.13,0.13,0.10,1.00,0.00
"452",0.23623,0.27177,0.16504,0.17799,0.14897,0.00,0.4936011000,0.4936011000,0.00,6.25,0.76,0.17,0.10,0.05,6.25,0.76,0.17,0.10,0.05,0.00,0.00
"453",0.01931,0.27620,0.27027,0.31269,0.12153,0.00,0.3531683536,0.3531683536,0.00,6.25,1.46,0.37,0.19,0.04,6.25,1.46,0.37,0.19,0.04,0.00,0.00
"454",0.05105,0.35624,0.31274,0.19935,0.08062,0.00,0.4013216716,0.4013216716,0.00,6.25,1.36,0.34,0.11,0.02,6.25,1.36,0.34,0.11,0.02,0.00,0.00
"455",0.19843,0.29068,0.02398,0.22611,0.26081,1.00,0.4714567411,0.4646039849,1.00,6.25,0.87,0.01,0.16,0.10,6.25,0.87,0.10,0.10,0.10,1.00,0.00
"456",0.31355,0.16004,0.16638,0.27498,0.08505,1.00,0.5391128696,0.5391128696,0.00,6.25,0.40,0.18,0.16,0.03,6.25,0.40,0.18,0.16,0.03,0.00,0.00
"457",0.25775,0.02592,0.35288,0.31836,0.04509,1.00,0.5093493933,0.4992540262,1.00,6.25,0.04,0.43,0.17,0.01,6.25,0.33,0.33,0.17,0.01,1.00,0.00
"458",0.13391,0.38877,0.23244,0.23897,0.00591,0.00,0.4717904410,0.4717904410,0.00,6.25,1.14,0.23,0.12,0.00,6.25,1.14,0.23,0.12,0.00,0.00,0.00
"459",0.28273,0.23453,0.03077,0.15978,0.29219,1.00,0.5228962902,0.5183247359,1.00,6.25,0.61,0.02,0.11,0.11,6.25,0.61,0.09,0.09,0.09,2.00,0.00
"460",0.26866,0.23883,0.11559,0.06999,0.30693,1.00,0.5105529486,0.5076351229,1.00,6.25,0.64,0.11,0.04,0.12,6.25,0.64,0.11,0.09,0.09,1.00,0.00
"461",0.18385,0.23404,0.28061,0.17526,0.12624,0.00,0.4536412200,0.4536412200,0.00,6.25,0.81,0.31,0.10,0.04,6.25,0.81,0.31,0.10,0.04,0.00,0.00
"462",0.06057,0.12598,0.04782,0.13039,0.63524,1.00,0.3184145048,0.3179531307,1.00,6.25,1.02,0.13,0.19,0.20,6.25,1.02,0.19,0.19,0.19,2.00,0.00
"463",0.04027,0.02791,0.34789,0.43699,0.14694,1.00,0.3238398038,0.3237841383,1.00,6.25,0.53,0.61,0.25,0.05,6.25,0.60,0.60,0.25,0.05,1.00,0.00
"464",0.19391,0.16744,0.31194,0.15782,0.16890,0.00,0.4475729084,0.4475729084,0.00,6.25,0.63,0.36,0.09,0.06,6.25,0.63,0.36,0.09,0.06,0.00,0.00
"465",0.22100,0.29914,0.14703,0.07931,0.25351,1.00,0.4887679727,0.4870714527,1.00,6.25,0.83,0.15,0.04,0.10,6.25,0.83,0.15,0.08,0.08,1.00,0.00
"466",0.12826,0.30167,0.28868,0.10448,0.17691,1.00,0.4311069332,0.4309908306,1.00,6.25,1.06,0.31,0.05,0.07,6.25,1.06,0.31,0.06,0.06,1.00,0.00
"467",0.24296,0.01400,0.13126,0.32045,0.29132,1.00,0.4635598086,0.4573043552,1.00,6.25,0.02,0.25,0.23,0.11,6.25,0.20,0.20,0.20,0.11,1.00,0.00
"468",0.28921,0.26943,0.22028,0.06417,0.15690,1.00,0.5447118307,0.5437737974,1.00,6.25,0.66,0.20,0.02,0.06,6.25,0.66,0.20,0.04,0.04,1.00,0.00
"469",0.11538,0.29835,0.16276,0.28975,0.13377,1.00,0.4122287850,0.4122287850,0.00,6.25,1.10,0.20,0.17,0.05,6.25,1.10,0.20,0.17,0.05,0.00,0.00
"470",0.41691,0.11142,0.09457,0.18157,0.19552,1.00,0.6165221732,0.6163141401,1.00,6.25,0.19,0.08,0.11,0.08,6.25,0.19,0.10,0.10,0.08,1.00,0.00
"471",0.15445,0.23303,0.22749,0.21590,0.16912,0.00,0.4236515758,0.4236515758,0.00,6.25,0.88,0.28,0.13,0.06,6.25,0.88,0.28,0.13,0.06,0.00,0.00
"472",0.23359,0.09880,0.03552,0.26985,0.36223,1.00,0.4537484970,0.4490603063,1.00,6.25,0.33,0.04,0.22,0.14,6.25,0.33,0.16,0.16,0.14,1.00,0.00
"473",0.09913,0.06478,0.22176,0.25374,0.36060,1.00,0.3449893630,0.3449893630,0.00,6.25,0.50,0.45,0.21,0.14,6.25,0.50,0.45,0.21,0.14,0.00,0.00
"474",0.10619,0.21087,0.24978,0.24529,0.18786,0.00,0.3849282771,0.3849282771,0.00,6.25,1.00,0.34,0.16,0.07,6.25,1.00,0.34,0.16,0.07,0.00,0.00
"475",0.32829,0.20640,0.10984,0.04066,0.31481,1.00,0.5570661888,0.5511817372,1.00,6.25,0.48,0.10,0.02,0.12,6.25,0.48,0.10,0.08,0.08,1.00,0.00
"476",0.10326,0.18124,0.33087,0.22630,0.15833,0.00,0.3856702815,0.3856702815,0.00,6.25,0.95,0.42,0.14,0.06,6.25,0.95,0.42,0.14,0.06,0.00,0.00
"477",0.12063,0.26443,0.26479,0.23507,0.11509,0.00,0.4144415884,0.4144415884,0.00,6.25,1.04,0.32,0.14,0.04,6.25,1.04,0.32,0.14,0.04,0.00,0.00
"478",0.21135,0.17094,0.16428,0.13083,0.32260,1.00,0.4455555517,0.4452414463,1.00,6.25,0.60,0.22,0.09,0.12,6.25,0.60,0.22,0.11,0.11,1.00,0.00
"479",0.15506,0.41018,0.04952,0.30826,0.07697,1.00,0.4836765760,0.4775649223,1.00,6.25,1.11,0.03,0.17,0.02,6.25,1.11,0.12,0.12,0.02,1.00,0.00
"480",0.11980,0.39448,0.20887,0.05436,0.22249,1.00,0.4482621441,0.4454427708,1.00,6.25,1.18,0.21,0.02,0.09,6.25,1.18,0.21,0.06,0.06,1.00,0.00
"481",0.16089,0.20148,0.21625,0.13253,0.28886,1.00,0.4171049502,0.4169129768,1.00,6.25,0.80,0.29,0.09,0.11,6.25,0.80,0.29,0.10,0.10,1.00,0.00
"482",0.35721,0.34642,0.23395,0.00744,0.05499,1.00,0.6412177465,0.6402750727,1.00,6.25,0.68,0.17,0.00,0.01,6.25,0.68,0.17,0.01,0.01,1.00,0.00
"483",0.24605,0.36198,0.19029,0.00008,0.20161,1.00,0.5429128129,0.5343200449,1.00,6.25,0.87,0.16,0.00,0.08,6.25,0.87,0.16,0.04,0.04,1.00,0.00
"484",0.38177,0.23268,0.21613,0.12748,0.04194,0.00,0.6203723675,0.6203723675,0.00,6.25,0.47,0.18,0.06,0.01,6.25,0.47,0.18,0.06,0.01,0.00,0.00
"485",0.34549,0.10162,0.20852,0.30723,0.03714,1.00,0.5701600766,0.5701217068,1.00,6.25,0.21,0.24,0.17,0.01,6.25,0.23,0.23,0.17,0.01,1.00,0.00
"486",0.08356,0.37549,0.31855,0.15790,0.06451,0.00,0.4315408683,0.4315408683,0.00,6.25,1.27,0.32,0.08,0.02,6.25,1.27,0.32,0.08,0.02,0.00,0.00
"487",0.30223,0.27761,0.29018,0.07226,0.05772,0.00,0.5717249154,0.5717249154,0.00,6.25,0.66,0.25,0.02,0.01,6.25,0.66,0.25,0.02,0.01,0.00,0.00
"488",0.29191,0.17431,0.10588,0.34222,0.08568,1.00,0.5243170098,0.5231300268,1.00,6.25,0.46,0.11,0.19,0.03,6.25,0.46,0.17,0.17,0.03,1.00,0.00
"489",0.33279,0.04891,0.26858,0.18663,0.16308,1.00,0.5501628625,0.5451548279,1.00,6.25,0.08,0.32,0.11,0.06,6.25,0.24,0.24,0.11,0.06,1.00,0.00
"490",0.29011,0.19427,0.01712,0.34896,0.14954,1.00,0.5305495361,0.5184904818,1.00,6.25,0.51,0.01,0.21,0.05,6.25,0.51,0.14,0.14,0.05,1.00,0.00
"491",0.17813,0.17918,0.28717,0.10497,0.25056,1.00,0.4341706648,0.4335599756,1.00,6.25,0.70,0.35,0.06,0.10,6.25,0.70,0.35,0.08,0.08,1.00,0.00
"492",0.32766,0.08282,0.15895,0.10541,0.32516,1.00,0.5340063633,0.5328970619,1.00,6.25,0.18,0.20,0.07,0.12,6.25,0.19,0.19,0.11,0.11,2.00,0.00
"493",0.24338,0.30459,0.05033,0.09722,0.30449,1.00,0.5089930932,0.5056675745,1.00,6.25,0.80,0.03,0.06,0.12,6.25,0.80,0.08,0.08,0.08,2.00,0.00
"494",0.08834,0.22255,0.27631,0.09727,0.31554,1.00,0.3773373341,0.3759833133,1.00,6.25,1.09,0.37,0.06,0.12,6.25,1.09,0.37,0.10,0.10,1.00,0.00
"495",0.23394,0.03210,0.05213,0.36626,0.31556,1.00,0.4538408846,0.4487632765,1.00,6.25,0.07,0.10,0.26,0.12,6.25,0.20,0.20,0.20,0.12,2.00,0.00
"496",0.19300,0.05201,0.24200,0.32390,0.18910,1.00,0.4270334367,0.4254713210,1.00,6.25,0.19,0.39,0.21,0.07,6.25,0.34,0.34,0.21,0.07,1.00,0.00
"497",0.06174,0.28995,0.07343,0.38915,0.18573,1.00,0.3730022934,0.3704371603,1.00,6.25,1.28,0.10,0.24,0.07,6.25,1.28,0.21,0.21,0.07,1.00,0.00
"498",0.25095,0.24606,0.17443,0.16647,0.16209,0.00,0.4986421258,0.4986421258,0.00,6.25,0.69,0.18,0.10,0.06,6.25,0.69,0.18,0.10,0.06,0.00,0.00
"499",0.33769,0.34486,0.09266,0.01967,0.20512,1.00,0.6074390704,0.6016004424,1.00,6.25,0.70,0.06,0.00,0.08,6.25,0.70,0.06,0.04,0.04,1.00,0.00
"500",0.35004,0.00676,0.39573,0.01305,0.23441,1.00,0.6002037683,0.5716203421,1.00,6.25,0.00,0.41,0.00,0.09,6.25,0.28,0.28,0.05,0.05,2.00,0.00
"501",0.04827,0.35011,0.35891,0.22648,0.01623,0.00,0.4130615018,0.4130615018,0.00,6.25,1.37,0.37,0.12,0.00,6.25,1.37,0.37,0.12,0.00,0.00,0.00
"502",0.05585,0.20130,0.16649,0.26973,0.30663,0.00,0.3394046295,0.3394046295,0.00,6.25,1.20,0.30,0.20,0.12,6.25,1.20,0.30,0.20,0.12,0.00,0.00
"503",0.30835,0.01419,0.23913,0.23254,0.20579,1.00,0.5292668591,0.5180515237,1.00,6.25,0.01,0.33,0.15,0.08,6.25,0.21,0.21,0.15,0.08,1.00,0.00
"504",0.11339,0.34093,0.18670,0.20868,0.15030,0.00,0.4219092436,0.4219092436,0.00,6.25,1.15,0.21,0.12,0.06,6.25,1.15,0.21,0.12,0.06,0.00,0.00
"505",0.10301,0.12757,0.40860,0.08462,0.27620,1.00,0.3833132566,0.3816482079,1.00,6.25,0.79,0.49,0.05,0.11,6.25,0.79,0.49,0.09,0.09,1.00,0.00
"506",0.21832,0.07714,0.47429,0.09210,0.13815,1.00,0.4811857950,0.4793109417,1.00,6.25,0.27,0.48,0.04,0.05,6.25,0.43,0.43,0.05,0.05,2.00,0.00
"507",0.01968,0.11137,0.26155,0.25601,0.35139,0.00,0.3039283528,0.3039283528,0.00,6.25,1.32,0.51,0.20,0.13,6.25,1.32,0.51,0.20,0.13,0.00,0.00
"508",0.25578,0.28857,0.07472,0.22482,0.15611,1.00,0.5141423577,0.5124939650,1.00,6.25,0.75,0.06,0.14,0.06,6.25,0.75,0.11,0.11,0.06,1.00,0.00
"509",0.32086,0.19911,0.22627,0.20901,0.04475,0.00,0.5600116748,0.5600116748,0.00,6.25,0.48,0.22,0.11,0.01,6.25,0.48,0.22,0.11,0.01,0.00,0.00
"510",0.21430,0.06732,0.11919,0.23131,0.36788,1.00,0.4307762201,0.4307762201,0.00,6.25,0.23,0.22,0.19,0.14,6.25,0.23,0.22,0.19,0.14,0.00,0.00
"511",0.27028,0.17109,0.15599,0.20021,0.20244,0.00,0.4951790240,0.4951790240,0.00,6.25,0.49,0.18,0.13,0.08,6.25,0.49,0.18,0.13,0.08,0.00,0.00
"512",0.27752,0.32061,0.07347,0.18490,0.14350,1.00,0.5416270412,0.5405244931,1.00,6.25,0.76,0.05,0.11,0.05,6.25,0.76,0.08,0.08,0.05,1.00,0.00
"513",0.21983,0.24211,0.07148,0.25120,0.21538,1.00,0.4707268991,0.4687771161,1.00,6.25,0.74,0.07,0.17,0.08,6.25,0.74,0.13,0.13,0.08,1.00,0.00
"514",0.07092,0.29379,0.30245,0.13428,0.19856,1.00,0.3885645356,0.3885645356,0.00,6.25,1.24,0.35,0.08,0.08,6.25,1.24,0.35,0.08,0.08,0.00,0.00
"515",0.25420,0.01892,0.19641,0.28409,0.24638,1.00,0.4762413749,0.4689969706,1.00,6.25,0.03,0.32,0.20,0.10,6.25,0.22,0.22,0.20,0.10,1.00,0.00
"516",0.24065,0.08110,0.21421,0.34808,0.11596,1.00,0.4707230092,0.4705692791,1.00,6.25,0.25,0.31,0.20,0.04,6.25,0.29,0.29,0.20,0.04,1.00,0.00
"517",0.25896,0.18989,0.29185,0.17916,0.08015,0.00,0.5082615609,0.5082615609,0.00,6.25,0.55,0.30,0.09,0.02,6.25,0.55,0.30,0.09,0.02,0.00,0.00
"518",0.09127,0.18078,0.01832,0.22674,0.48289,1.00,0.3586853416,0.3529566745,1.00,6.25,1.00,0.02,0.22,0.17,6.25,1.00,0.17,0.17,0.17,1.00,0.00
"519",0.21275,0.29995,0.12913,0.28269,0.07548,1.00,0.4893117264,0.4891202558,1.00,6.25,0.85,0.13,0.16,0.02,6.25,0.85,0.15,0.15,0.02,1.00,0.00
"520",0.26443,0.12143,0.15990,0.16360,0.29064,1.00,0.4804937954,0.4804937954,0.00,6.25,0.36,0.21,0.12,0.11,6.25,0.36,0.21,0.12,0.11,0.00,0.00
"521",0.20625,0.36790,0.06503,0.17720,0.18362,1.00,0.4976976960,0.4963500270,1.00,6.25,0.95,0.04,0.11,0.07,6.25,0.95,0.08,0.08,0.07,1.00,0.00
"522",0.16079,0.33046,0.18531,0.03291,0.29053,1.00,0.4585746344,0.4521250162,1.00,6.25,1.01,0.20,0.01,0.11,6.25,1.01,0.20,0.07,0.07,1.00,0.00
"523",0.30212,0.22537,0.08248,0.32023,0.06980,1.00,0.5455079447,0.5427877927,1.00,6.25,0.56,0.07,0.18,0.02,6.25,0.56,0.14,0.14,0.02,1.00,0.00
"524",0.04482,0.38233,0.40804,0.10912,0.05570,0.00,0.4226600334,0.4226600334,0.00,6.25,1.39,0.38,0.05,0.01,6.25,1.39,0.38,0.05,0.01,0.00,0.00
"525",0.13016,0.10604,0.06756,0.11798,0.57825,1.00,0.3653642347,0.3648363204,1.00,6.25,0.60,0.15,0.14,0.19,6.25,0.60,0.18,0.18,0.18,1.00,0.00
"526",0.41520,0.07539,0.05606,0.26294,0.19040,1.00,0.6173117753,0.6135981216,1.00,6.25,0.11,0.05,0.17,0.07,6.25,0.12,0.12,0.12,0.07,1.00,0.00
"527",0.13753,0.26030,0.12557,0.19899,0.27760,1.00,0.4092145830,0.4092145830,0.00,6.25,0.98,0.16,0.14,0.11,6.25,0.98,0.16,0.14,0.11,0.00,0.00
"528",0.09512,0.34814,0.20163,0.07757,0.27753,1.00,0.4123243041,0.4102438182,1.00,6.25,1.21,0.23,0.04,0.11,6.25,1.21,0.23,0.08,0.08,1.00,0.00
"529",0.25034,0.29667,0.07711,0.20660,0.16928,1.00,0.5110181940,0.5098276447,1.00,6.25,0.77,0.06,0.13,0.06,6.25,0.77,0.10,0.10,0.06,1.00,0.00
"530",0.33582,0.09329,0.20771,0.02162,0.34155,1.00,0.5542909729,0.5450654230,1.00,6.25,0.20,0.24,0.01,0.13,6.25,0.23,0.23,0.09,0.09,2.00,0.00
"531",0.14132,0.12590,0.62103,0.08269,0.02906,1.00,0.4613143911,0.4613143911,0.00,6.25,0.64,0.53,0.03,0.00,6.25,0.64,0.53,0.03,0.00,0.00,0.00
"532",0.02321,0.16091,0.34178,0.25227,0.22183,0.00,0.3279616540,0.3279616540,0.00,6.25,1.36,0.50,0.17,0.09,6.25,1.36,0.50,0.17,0.09,0.00,0.00
"533",0.38431,0.22876,0.04539,0.17704,0.16450,1.00,0.6105964941,0.6077197768,1.00,6.25,0.46,0.02,0.10,0.06,6.25,0.46,0.07,0.07,0.06,1.00,0.00
"534",0.12900,0.26750,0.26565,0.14676,0.19110,1.00,0.4172930095,0.4172930095,0.00,6.25,1.01,0.31,0.09,0.07,6.25,1.01,0.31,0.09,0.07,0.00,0.00
"535",0.16532,0.27286,0.22600,0.08392,0.25190,1.00,0.4430463412,0.4416064841,1.00,6.25,0.92,0.26,0.04,0.10,6.25,0.92,0.26,0.08,0.08,1.00,0.00
"536",0.08781,0.26912,0.16402,0.35335,0.12571,1.00,0.3878039505,0.3878039505,0.00,6.25,1.15,0.23,0.21,0.04,6.25,1.15,0.23,0.21,0.04,0.00,0.00
"537",0.10000,0.08729,0.25855,0.29408,0.26009,1.00,0.3545445686,0.3545445686,0.00,6.25,0.63,0.45,0.21,0.10,6.25,0.63,0.45,0.21,0.10,0.00,0.00
"538",0.18184,0.16489,0.26132,0.18766,0.20429,0.00,0.4303322150,0.4303322150,0.00,6.25,0.65,0.33,0.12,0.08,6.25,0.65,0.33,0.12,0.08,0.00,0.00
"539",0.27910,0.14616,0.17263,0.19972,0.20239,0.00,0.4990948505,0.4990948505,0.00,6.25,0.41,0.21,0.13,0.08,6.25,0.41,0.21,0.13,0.08,0.00,0.00
"540",0.05258,0.22958,0.35812,0.25895,0.10077,0.00,0.3717042210,0.3717042210,0.00,6.25,1.26,0.44,0.15,0.03,6.25,1.26,0.44,0.15,0.03,0.00,0.00
"541",0.29383,0.03780,0.21769,0.14317,0.30751,1.00,0.5081161083,0.5032816469,1.00,6.25,0.07,0.31,0.10,0.12,6.25,0.22,0.22,0.11,0.11,2.00,0.00
"542",0.08806,0.20640,0.03380,0.38285,0.28888,1.00,0.3669200828,0.3609980650,1.00,6.25,1.06,0.05,0.26,0.11,6.25,1.06,0.21,0.21,0.11,1.00,0.00
"543",0.30879,0.04530,0.33113,0.06270,0.25208,1.00,0.5389256666,0.5294486882,1.00,6.25,0.08,0.38,0.03,0.10,6.25,0.29,0.29,0.07,0.07,2.00,0.00
"544",0.14240,0.00918,0.39827,0.03935,0.41080,1.00,0.4084656659,0.3912924035,1.00,6.25,0.02,0.55,0.02,0.15,6.25,0.46,0.46,0.11,0.11,2.00,0.00
"545",0.20132,0.18666,0.04233,0.14473,0.42497,1.00,0.4413431800,0.4382815854,1.00,6.25,0.66,0.04,0.13,0.15,6.25,0.66,0.13,0.13,0.13,2.00,0.00
"546",0.03909,0.24752,0.16876,0.27123,0.27340,1.00,0.3414678960,0.3414678960,0.00,6.25,1.34,0.28,0.19,0.11,6.25,1.34,0.28,0.19,0.11,0.00,0.00
"547",0.30618,0.34956,0.07342,0.14937,0.12146,1.00,0.5757883931,0.5752420946,1.00,6.25,0.76,0.04,0.08,0.04,6.25,0.76,0.06,0.06,0.04,1.00,0.00
"548",0.13073,0.01542,0.21424,0.39876,0.24084,1.00,0.3765552037,0.3713557607,1.00,6.25,0.06,0.46,0.26,0.09,6.25,0.36,0.36,0.26,0.09,1.00,0.00
"549",0.17260,0.14705,0.11261,0.23189,0.33584,1.00,0.4073730844,0.4073730844,0.00,6.25,0.62,0.18,0.18,0.13,6.25,0.62,0.18,0.18,0.13,0.00,0.00
"550",0.17429,0.34216,0.04560,0.28708,0.15087,1.00,0.4702542201,0.4645751943,1.00,6.25,0.99,0.03,0.18,0.06,6.25,0.99,0.12,0.12,0.06,1.00,0.00
"551",0.05679,0.27319,0.02684,0.31370,0.32948,1.00,0.3627193823,0.3558857580,1.00,6.25,1.28,0.03,0.24,0.13,6.25,1.28,0.18,0.18,0.13,1.00,0.00
"552",0.25553,0.06559,0.29288,0.12135,0.26466,1.00,0.4819613544,0.4796355126,1.00,6.25,0.18,0.37,0.08,0.10,6.25,0.32,0.32,0.09,0.09,2.00,0.00
"553",0.37688,0.04093,0.12697,0.40948,0.04573,1.00,0.5991341449,0.5944454791,1.00,6.25,0.05,0.16,0.22,0.01,6.25,0.18,0.18,0.18,0.01,2.00,0.00
"554",0.00186,0.43731,0.02318,0.09713,0.44052,1.00,0.3780616637,0.3704495870,1.00,6.25,1.56,0.01,0.08,0.16,6.25,1.56,0.12,0.12,0.12,2.00,0.00
"555",0.22562,0.09461,0.03613,0.30931,0.33434,1.00,0.4476269520,0.4425364723,1.00,6.25,0.33,0.04,0.24,0.13,6.25,0.33,0.18,0.18,0.13,1.00,0.00
"556",0.28658,0.29449,0.26625,0.10407,0.04861,0.00,0.5594424708,0.5594424708,0.00,6.25,0.71,0.23,0.04,0.01,6.25,0.71,0.23,0.04,0.01,0.00,0.00
"557",0.40477,0.33660,0.03120,0.06125,0.16618,1.00,0.6641408205,0.6611106484,1.00,6.25,0.61,0.01,0.02,0.06,6.25,0.61,0.03,0.03,0.03,2.00,0.00
"558",0.15810,0.29920,0.01309,0.23098,0.29863,1.00,0.4445998452,0.4356572494,1.00,6.25,0.98,0.00,0.17,0.12,6.25,0.98,0.11,0.11,0.11,1.00,0.00
